,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3
P-0859,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.5,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.8333333333333334,0.0
P-0860,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0861,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0862,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669
P-0863,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,1.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0864,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0865,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.5,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.0,0.5,0.5,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669
P-0866,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0867,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.5,0.0,0.5,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,1.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0868,0.5,0.5,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,0.5,0.5,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674
P-0869,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,1.0,0.0,0.0,0.0,1.0,0.0
P-0871,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0872,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.0,0.8333333333333334,0.16666666666666663,0.5,0.0,0.5,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.5,0.0
P-0873,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.0,0.8333333333333334,0.16666666666666663,0.6666666666666666,0.0,0.33333333333333337,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0874,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.5,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.8333333333333334,0.0
P-0875,0.5,0.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.33333333333333337,0.5,0.0,0.5,0.5,0.3333333333333333,0.16666666666666669,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.8333333333333334,0.16666666666666663,0.5,0.0,0.5,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.5,0.0
P-0876,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.5,0.5,0.0,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.5,0.33333333333333337
P-0877,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.5,0.33333333333333337
P-0878,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.6666666666666666,0.33333333333333337
P-0879,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,1.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.5,0.33333333333333337
P-0880,0.5,0.5,0.0,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.5,0.33333333333333337,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.5,0.33333333333333337
P-0881,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.0,0.6666666666666667,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.0,0.6666666666666666,0.33333333333333337
P-0882,0.16666666666666666,0.8333333333333334,0.0,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.16666666666666666,0.33333333333333337
P-0883,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674
P-0884,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.5,0.3333333333333333,0.16666666666666669,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0885,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.5,0.33333333333333337
P-0886,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0887,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674
P-0888,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.5,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.8333333333333334,0.0,0.5,0.0,0.5,0.16666666666666666,0.8333333333333334,0.0
P-0889,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.0,0.33333333333333337,0.5,0.0,0.5,0.0,0.6666666666666666,0.33333333333333337,0.5,0.0,0.5,0.0,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,0.3333333333333333,0.5,0.16666666666666674
P-0890,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
P-0891,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0892,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0893,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.16666666666666663
P-0894,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.5,0.33333333333333337
P-0895,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,0.8333333333333334,0.16666666666666663
P-0896,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337
P-0897,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0898,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.5,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.8333333333333334,0.0
P-0899,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337
P-0900,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337
P-0901,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.0,0.8333333333333334,0.16666666666666663,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337
P-0903,0.5,0.5,0.0,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337
P-0904,0.5,0.5,0.0,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.5,0.5
P-0905,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.5,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.3333333333333333,0.5
